n,mse,frob,rate1.lb,rate1.ub,rate1.in,rate2.lb,rate2.ub,rate2.in,rate3.lb,rate3.ub,rate3.in,rate4.lb,rate4.ub,rate4.in,rate5.lb,rate5.ub,rate5.in,rate6.lb,rate6.ub,rate6.in,rate7.lb,rate7.ub,rate7.in
24700,0.008162039408681213,1.644986846234932e-4,0.9287201722842797,1.0347004150716914,1,1.273924362076028,1.389553076452062,0,1.6936337926492042,1.8195136428083796,1,0.7109721506598035,0.8096303811211589,1,1.9026673333180246,2.0323710862861066,1,1.4509175511660986,1.5714492351363387,1,0.39143857577521457,0.4738950142066819,0
24800,0.008055098137166707,7.727365873684262e-5,0.9448515703402034,1.0515325877566983,1,1.2001154219302674,1.3128276065028932,1,1.7130474958380026,1.838315166782737,1,0.6804267825244094,0.7762972807950496,1,1.8914542002184311,2.020437729109204,1,1.4166805461476828,1.5352323238992176,1,0.48202288040029423,0.5687084014781114,1
24900,0.008048819055942468,9.338602533573312e-5,0.9720682680064061,1.0787087693737782,1,1.1531043668716012,1.2657824773222182,1,1.7109116277956702,1.8360348622213978,1,0.6802381315805603,0.77649242517674,1,1.9499275308025739,2.0797682444129966,1,1.4289292644917402,1.547248954154532,1,0.43013933766375506,0.5153349539347227,1
25000,0.008216507716567494,1.543101776463776e-4,0.9271954442499134,1.0325066149356295,1,1.1604409920952918,1.2727550541026373,1,1.774461446756733,1.9013716050554916,0,0.7306871082270707,0.8294499907021098,1,1.9082475968871975,2.038078463457466,1,1.4199090971358512,1.5394360174678619,1,0.5096445218607024,0.60026764056621,0
25100,0.00786442750900306,1.0109528316748299e-4,0.9457590515996249,1.0517641942558056,1,1.1646309822602559,1.276232934419782,1,1.6505199147385854,1.7735922524070817,1,0.6951388891731283,0.790444765600568,1,1.9289708267216408,2.0575965920185197,1,1.4439048186729828,1.5616905005206496,1,0.4302694730841094,0.5125497911806723,1
25200,0.007800067693494828,1.4084665353615407e-4,0.946807962311182,1.0512490966218366,1,1.2429895070334778,1.3565949607983205,1,1.5988112101017962,1.7200482259562018,0,0.710253579952502,0.8065060468407657,1,1.8702165092737677,1.9973689268517192,0,1.4214021720375445,1.5384046716243247,1,0.4464292204749685,0.5287655131805673,1
25300,0.007978563769336698,7.800641979364512e-5,0.9548913477937528,1.0601793157033885,1,1.1933810420342141,1.305681225588842,1,1.7294574783300196,1.8534610082042096,1,0.6768570872989947,0.7736739967869966,1,1.9548094593834948,2.0837108253413055,1,1.3973930227953093,1.515067797507125,1,0.44470640451952737,0.530934082039975,1
25400,0.007875920535394845,1.2530892205108338e-4,0.8927399229604378,0.9961067617336277,0,1.1372065035119427,1.2468581573000694,0,1.658944318258253,1.7816673126745783,1,0.7078050650963653,0.8031927620014833,1,2.003347506127763,2.133369495944866,0,1.438001918530684,1.5562041076817874,1,0.4663814755803281,0.5529214722647205,1
25500,0.007930976754350186,9.73011868706961e-5,0.9796153071630489,1.0855457065652143,1,1.1771713874797272,1.2880074932056027,1,1.6181597541361483,1.7401770092992195,0,0.7253516842957535,0.8228773678240315,1,1.9461852936652844,2.075031874821445,1,1.4788636585093877,1.5974355621452292,1,0.4519750966599154,0.5372060171444095,1
25600,0.007833102412436637,1.0210426990447496e-4,0.9055703405527386,1.0094053249718344,1,1.2049295478378752,1.3166637168254136,1,1.6998907853834315,1.8235285140383848,1,0.701889743953693,0.7977715902412758,1,1.9688389087946805,2.0968823981705915,1,1.4544437094468992,1.5721521351889647,1,0.41799195409034706,0.5003019915314274,1
25700,0.007966849862077631,8.911597902798081e-5,0.9319305998333153,1.0359162866825078,1,1.2367465240125564,1.3496911275493984,1,1.724111013750657,1.8479101659283812,1,0.7080701021610668,0.8060680763164118,1,1.8821748364924027,2.009653097920483,1,1.4507465217855708,1.5687387572037963,1,0.47104979544840175,0.5579199264753357,1
25800,0.007874898692859955,9.55411842572785e-5,0.9298894950198856,1.033166039570436,1,1.1684000655786109,1.279561125247312,1,1.7167124345608058,1.8403467860874136,1,0.6579034664459156,0.7532208043620816,1,1.9855390349467255,2.1144204349724363,1,1.4738522472460238,1.5924612103314033,1,0.4594752797865062,0.5440409194869843,1
25900,0.007853616750151018,5.5810211132239624e-5,0.9573321030395036,1.0627685465716576,1,1.1781217996016364,1.2891080456750101,1,1.6692020173522988,1.7911820820989062,1,0.728210576008785,0.8245920035725015,1,1.9288482709894506,2.0567405615886445,1,1.4671704652953346,1.5854429141358253,1,0.44768952620657343,0.5316245557888079,1
26000,0.007823754364206386,8.195913290362434e-5,0.9976532851764256,1.1033592803940377,1,1.1847277728571226,1.2959451694420687,1,1.688032936316409,1.8106406065019267,1,0.7262133646082917,0.8224813531413445,1,1.9403131443915798,2.0676712221012594,1,1.4426323338896503,1.5598282957387122,1,0.4353295968804371,0.518226056767966,1
26100,0.00784030861692823,1.0046140930014034e-4,0.9826999508983593,1.0876464869666602,1,1.1425402321806597,1.2512916163466044,1,1.7320240289113191,1.855153143697395,1,0.690231680661324,0.7861832602639953,1,1.9926955920795402,2.1213192398737464,1,1.4190836044866666,1.535088897640407,1,0.45344711953043215,0.540853001986388,1
26200,0.007674408700147444,9.555840368618273e-5,0.9502576045757843,1.0537927606681847,1,1.2060735522877866,1.3170401820038014,1,1.6672772140922696,1.7884836784037095,1,0.6982378562002696,0.7937465808761213,1,1.9094534763473152,2.035296441662592,1,1.4717203695398244,1.5881912312687771,1,0.4165991674121895,0.4990966001117796,0
26300,0.007802333821550169,1.0635165337663157e-4,0.8887867805187227,0.9915909133401292,0,1.1818045031502367,1.2922520145804834,1,1.7468216261957452,1.87027031805464,1,0.7043485909886881,0.7994677237124718,1,1.9608157025586397,2.0883367306729608,1,1.490219926638304,1.6076492156235331,1,0.453339578118658,0.5389689587613224,1
26400,0.007788691296163771,4.353303775253669e-5,0.9749611146814108,1.0792001971966811,1,1.2024945662640338,1.3144129910362132,1,1.686382867238208,1.8078176981450782,1,0.7075839369131156,0.8041250299444627,1,1.9210493993928248,2.0478151457433094,1,1.4532156909546379,1.5697614126715405,1,0.44998945942254104,0.5347242833306335,1
26500,0.007775401083914538,6.969157770563399e-5,0.9552480891585567,1.059641115297842,1,1.2130700613118282,1.3240620266987828,1,1.7083777811004701,1.83040077214737,1,0.6795917467854524,0.7755452451779408,1,1.909549132904831,2.0360642369267103,1,1.4514577580414323,1.567656273541512,1,0.4850675228571982,0.5706523987836762,1
26600,0.0077057826163810135,7.03999533532118e-5,0.9717447394834998,1.0760339670656023,1,1.149565077706206,1.2585345383574584,1,1.6862327689335392,1.807028644619639,1,0.7153375684043313,0.8102526017334912,1,1.9473242920141127,2.0738794016668995,1,1.438796704186784,1.5552170664813314,1,0.47823553386206885,0.5646781671558395,1
26700,0.0074659074811946925,6.560908733074775e-5,0.9391326595788411,1.0404991301860396,1,1.2141743657919384,1.3234708632341614,1,1.7507465274378369,1.8719741999933759,0,0.6963265002469714,0.7883724694876197,1,1.9218416227787947,2.046606453326124,1,1.4263694442142445,1.5410449664646306,1,0.45343976858451024,0.5352390066642698,1
26800,0.007626111857204931,1.3283444118878754e-4,0.9361784583785009,1.0392757627294,1,1.1394121999236169,1.2478825091859136,0,1.7467969608835654,1.868465258797801,1,0.768728844704154,0.8659447573290662,0,1.9501834239794955,2.0762510656028845,1,1.4228314773798696,1.5376157977516904,1,0.4221148771698728,0.5046596956227278,1
26900,0.00769252741974365,9.612250690087419e-5,0.9737341507933213,1.0784353492666332,1,1.2254000283993374,1.335980537651676,1,1.6716846330767074,1.7920272112007738,1,0.7450780498950691,0.8421766911872317,1,1.9605923562518381,2.0870765720263176,1,1.421230712742507,1.5357867965850038,1,0.45641485143630195,0.5402458922251884,1
27000,0.007383076046050447,1.0052485563610879e-4,0.9250666348981211,1.0261244349789036,1,1.1599228003038318,1.266622906914501,1,1.6636987897274977,1.7817587099895955,1,0.7166303637395781,0.8116562037468127,1,1.8861516740195037,2.0099075518778453,1,1.4827436654024813,1.5981770402017315,1,0.44394291489354515,0.5257653091302071,1
27100,0.00745564065243849,7.035036052684612e-5,0.9339916529754456,1.0353710501296944,1,1.2057251216522438,1.3140222647181827,1,1.6979292362492526,1.8183080679897177,1,0.7209441789686606,0.8145628434614145,1,1.9920740868720492,2.1175145583582933,1,1.4306221570099997,1.544973577269586,1,0.43705099358814803,0.5183720180214715,1
27200,0.0074933440282463175,6.798340951148049e-5,0.9697030054664776,1.0728885413344786,1,1.204810089361674,1.3138482904721067,1,1.6910657534361448,1.8105098392481487,1,0.677858795005375,0.7715480200768928,1,1.9435319628487466,2.068098667012819,1,1.4850080294474957,1.5998302500504202,1,0.43837428443845106,0.5209098571656584,1
27300,0.007541187895303042,9.414397872622657e-5,0.9546683247500284,1.0571606249900751,1,1.2442045290235084,1.3540036816709824,1,1.662000201480336,1.7814033997357495,1,0.6652274888389461,0.7588634429094939,1,1.9623185961290128,2.0872559573537326,1,1.45738936345153,1.5721003240011415,1,0.48416404637887916,0.5693623814918938,1
27400,0.007396338898760522,1.1808489458793916e-4,0.971203098925752,1.0723678778614143,1,1.1242037152405668,1.230397682010047,0,1.7154102115552148,1.834959569721622,1,0.7283813212711944,0.8229421093813482,1,1.8658658084554023,1.9882987426752712,0,1.4623427521826964,1.5763912180038202,1,0.4846195868487983,0.5700732378419544,1
27500,0.007345975792789831,6.789339328610715e-5,0.9434443461026015,1.0458162948915593,1,1.159320904689717,1.2660807161842755,1,1.6651827247493414,1.78359334852359,1,0.6837111671797853,0.776434925946144,1,1.941027248398911,2.06466431885937,1,1.4464186899594413,1.559781119298694,1,0.4654099838157605,0.5482702082373171,1
27600,0.00728704716645185,8.48104402222293e-5,0.9095226899676309,1.0095301579894786,1,1.145479753716308,1.2520883951955413,1,1.701712140005297,1.819689344322737,1,0.7352624622234365,0.8294441181500583,1,1.927082634354847,2.049975860312697,1,1.4587717358846393,1.5726340559016825,1,0.4638474596208838,0.5453251681533063,1
27700,0.007168111129926758,1.0518493060832232e-4,0.9448498596601468,1.0448253887532601,1,1.1319126682109835,1.2378938525813281,0,1.6923290275353027,1.8098908956724602,1,0.6875216778875402,0.7787853105992648,1,1.8843300310450244,2.0061036447069918,1,1.4691784243780193,1.5818237362456657,1,0.4654168581900421,0.547146925848926,1
27800,0.007261950921308444,4.8257123237018784e-5,0.9468366700138315,1.0470883218026716,1,1.160884410143624,1.2661667909052163,1,1.6905334070773106,1.8090641044904434,1,0.6970293517037403,0.7888091142744238,1,1.939178951538573,2.062508003481607,1,1.4562578840141642,1.5698155468867216,1,0.4761486613019677,0.5590755739069441,1
27900,0.007296692307025274,1.0091905165353094e-4,0.9195499252654321,1.0191878137334802,1,1.1968762877159758,1.3043676841277703,1,1.7755070839642275,1.8955967227907704,0,0.6724457156566047,0.7639448868102704,1,1.9572451187760385,2.081060363828019,1,1.4576948053462246,1.5711526626536811,1,0.4390370818347019,0.5195817485915702,1
28000,0.007288437973721721,6.883841249576424e-5,0.9288408346188795,1.0288216883840955,1,1.2229066584438506,1.3301536749491687,1,1.6695082569694104,1.786546753751418,1,0.7074316866325121,0.8004897439168752,1,2.0005433874951835,2.1245824030261375,0,1.4236889135003894,1.536230383635516,1,0.4561598352801544,0.539643829578605,1
28100,0.007155594834459802,1.3452527339908205e-4,0.9293079381489188,1.0279331882699292,1,1.1962656794573294,1.3025212105619484,1,1.7053928732949661,1.8232944360487038,1,0.7612730706753836,0.8554532965165875,0,1.892590262304204,2.0137874204870077,1,1.4453840077040334,1.557412477769643,1,0.4003465887808585,0.48042211881511854,0
28200,0.007093907535043447,1.189096876015243e-4,0.9536366710620605,1.0541154022955124,1,1.2148816475658377,1.3213779690760468,1,1.6677119460036074,1.784336608210711,1,0.626717534845591,0.7151201297649162,0,1.9383688859076023,2.0601226245448254,1,1.4748093845877355,1.5869461443744406,1,0.45652786010464547,0.5372688166576597,1
28300,0.007255094603861254,7.918850548174837e-5,0.9788147101837554,1.0795249466589156,1,1.178233911428389,1.2845263146282087,1,1.7178336389849196,1.8359573685242376,1,0.706228219987501,0.7980951613975285,1,1.9658379473956733,2.0888248441251593,1,1.4837524344396245,1.597818298464252,1,0.4384228783612324,0.5193285001761465,1
28400,0.00708568745726758,7.021582707351732e-5,0.9311514130699804,1.029953070092884,1,1.1989728146381793,1.3050996136600894,1,1.672447615217719,1.7887077970591192,1,0.7227622107781242,0.8142460616503546,1,1.8954616016681953,2.0161989352109457,1,1.4854563824846454,1.598134629775985,1,0.44327382191390874,0.523885610097319,1
28500,0.007152438011301197,8.190986239980217e-5,0.9710968653138822,1.0703734747386084,1,1.222736427209411,1.3301529267424577,1,1.6467222065551057,1.7623490980960457,1,0.7131242490089034,0.8049289515843874,1,1.9940117965629913,2.117684182333747,1,1.4156750858991107,1.5270590964435686,1,0.4382377251498372,0.5189336949922161,1
28600,0.007224711623681429,1.0967126908863119e-4,0.9965713413597662,1.0979982497014964,1,1.2006100841316405,1.3065810296786635,1,1.6483283473224895,1.7648556703994671,1,0.7446723546543452,0.8385483665478626,1,1.9740799251134595,2.0967450846188354,1,1.3842412474570973,1.495215709661883,0,0.4733759645038207,0.5565410453862589,1
28700,0.007181225128746338,7.791871626376829e-5,0.9855322813638696,1.0865334594966596,1,1.2251923920074999,1.3322323517759245,1,1.6336297776673916,1.7496971308877065,0,0.7006460823922656,0.7928512040197255,1,1.9579179714361017,2.0796566102613565,1,1.4211722145197514,1.5322475099866464,1,0.4726747010662482,0.5558987552959902,1
28800,0.007047746024319205,1.5054490602321534e-4,0.9574874684482945,1.0559321666645112,1,1.1284174936662426,1.232358533500775,0,1.7440254961261779,1.8617145643881068,1,0.6976642952040332,0.7885229264001737,1,1.8357845818037926,1.9548079010710468,0,1.4712339156893612,1.5826746807746706,1,0.5183010690551558,0.6024748881246164,0
28900,0.0068714568888169035,8.846010995188457e-5,0.909279153574187,1.0057628781482604,1,1.20178439393294,1.306745344495106,1,1.6398038815772618,1.753782396190503,1,0.6978915649590435,0.7871138545596695,1,1.9477794401986763,2.067321766428,1,1.4785550125397984,1.5895269562866947,1,0.44302737361651506,0.5235340923277457,1
29000,0.007005149882552725,1.0604520800700561e-4,0.9541584470047353,1.0527625494710116,1,1.1876852244560627,1.291849929398341,1,1.6373256674161611,1.7523228382735425,1,0.7553982486468391,0.8477945170728576,0,1.865562066281706,1.9851920224119604,0,1.4867334177545495,1.5982197809182457,1,0.46443813732127703,0.5465109072297581,1
29100,0.006890255957937241,1.046745200952139e-4,0.9164874805994652,1.0127666432718725,1,1.2104347024842887,1.3156020022347978,1,1.7458186956003867,1.8619147961777658,1,0.6921292521460873,0.7818941200006455,1,1.941714716198276,2.0615349888392682,1,1.3604686357822404,1.4689052493012762,0,0.4667379778066023,0.5478938559485154,1
29200,0.006837887645845547,1.1358504817145636e-4,0.8933077251083965,0.9903844807597435,0,1.231522616127374,1.3358791634115632,1,1.7193022728303209,1.8348916263312258,1,0.7035103345030684,0.7932677176735112,1,1.9249146015142795,2.0442732923295224,1,1.4142469622122986,1.5232616705440392,1,0.4237490333775235,0.5020984622791721,1
29300,0.006831216381290039,1.1562021437262388e-4,0.9147449183039353,1.0113989754897046,1,1.1824448932966634,1.2867586546921388,1,1.7112545474979304,1.826443406466407,1,0.6950544866397634,0.7843666197413963,1,1.991636257614943,2.1122985173102538,1,1.4188245547270342,1.5290006455003782,1,0.414127487603441,0.49003507105986643,0
29400,0.006555475848143717,1.555991979423376e-4,0.9516022439355752,1.0478692691992602,1,1.1923719089843108,1.293827574225688,1,1.6188439160529415,1.731353943188425,0,0.6632171616579483,0.749380374434814,0,1.923883067796071,2.041603832946308,1,1.4406408581009993,1.5483882020888262,1,0.4157008078121019,0.49207902976683765,0
29500,0.007004069540822314,7.936071842906454e-5,0.9802198187367213,1.0792141484805133,1,1.1978517454701565,1.302662960001565,1,1.685343386380268,1.8005862214810733,1,0.7463878288260419,0.8387074810525943,1,1.9184669884839038,2.0384793500798577,1,1.4256867787111345,1.5359533277191715,1,0.4778983245314538,0.5594365486018192,1
29600,0.006876039663628946,9.010717714839083e-5,0.9272793583384566,1.0247577091884057,1,1.1851211986702457,1.28994806606485,1,1.7625488850100126,1.8778565081650762,0,0.6872748577861315,0.7762994482314117,1,1.900634669476794,2.0196771219458665,1,1.4941643120434003,1.6052976697667416,1,0.44507449137429167,0.5236877284632178,1
29700,0.006835559198372282,4.888388838917488e-5,0.9610652071020791,1.0587367545166773,1,1.2160034168504716,1.319588148270971,1,1.7228465509399336,1.8378723887053117,1,0.683624808536362,0.7718705040101087,1,1.9559860192302603,2.075955395012949,1,1.4285234058130514,1.5374137444885534,1,0.4643062313398753,0.5445438715924791,1
29800,0.006801776143220782,1.528297925212751e-4,0.9539367565318001,1.051118110263595,1,1.200107139393274,1.303955752503369,1,1.738184319146652,1.852805611906717,1,0.6896210523780117,0.7786686738692934,1,2.0246302851451086,2.144951295036641,0,1.391460057776729,1.4993644448696366,0,0.3900574338407048,0.46875452337749435,0
29900,0.0067243557189403695,4.799388834504821e-5,0.9623119025780746,1.0591286618592721,1,1.1785380985207792,1.2809655980152428,1,1.6962452063569624,1.8096494137113441,1,0.7314095918422657,0.8218772283060002,1,1.9078522917930036,2.025511460963675,1,1.4405598677245797,1.5493257432340504,1,0.452940974800167,0.5316090471349243,1
30000,0.006747442061966686,7.263178127245193e-5,0.9695510903592628,1.0673805679175024,1,1.1769331118689685,1.2789748251387911,1,1.76026272513815,1.8752550080067771,0,0.699072523409598,0.7879948947062119,1,1.9283840484929087,2.046799880371063,1,1.422465941859408,1.5308736069966267,1,0.4409637519142811,0.5192831527544265,1
30100,0.006713950948814965,4.3760701700155915e-5,0.9542066854349046,1.050751314534506,1,1.2008515863942708,1.3033916111587025,1,1.6955924167522034,1.8090957188341505,1,0.6943194611640996,0.7826516734928325,1,1.9617280691420687,2.0802424480326906,1,1.4397628912337057,1.548378297133944,1,0.437863821143207,0.5172091320000477,1
30200,0.006689374511484589,4.422280706079046e-5,0.9488779375869597,1.0453856822012766,1,1.1551303536386965,1.2566060577560425,1,1.7054393143496804,1.819065870386294,1,0.7139543587014558,0.8029703322259123,1,1.9463427068719628,2.064057384684357,1,1.4502618900652653,1.558849102360233,1,0.46494311150049755,0.5443140417192451,1
30300,0.006762487605130091,9.526855358645985e-5,0.9739600072817182,1.0708423066730615,1,1.2544698760615445,1.3590359044013267,0,1.739116139067006,1.8540030076998768,1,0.7126624306738826,0.8016471323880882,1,1.8689380148316914,1.986337669686324,0,1.424217693220242,1.5325709901036306,1,0.4395427432480865,0.5184363199626385,1
30400,0.006669598237855677,5.958085561433797e-5,0.9100575655376719,1.0046655502034387,1,1.1793973906469153,1.2808855257393106,1,1.7253359047592804,1.8388579461912349,1,0.7252830343664082,0.8153006580041825,1,1.9511629584844266,2.069214341655369,1,1.4557322694032133,1.5644942291963786,1,0.4569663210555271,0.5355367968435952,1
30500,0.006709432284603776,6.291513933177285e-5,0.9331485458439609,1.0301187978979294,1,1.1837946179247283,1.2852078197809698,1,1.6958095297951419,1.8089832357622526,1,0.7382889402388586,0.8275244618514006,1,1.9730811412278861,2.0914875798495913,1,1.4763798398902963,1.585171413372093,1,0.4491141845631773,0.5284603747147306,1
30600,0.006524414384096105,8.420782551782265e-5,0.9492653887619249,1.0444862468417173,1,1.1846445250668423,1.2863114339146156,1,1.6474737264008945,1.7588064242502977,1,0.6954688914756968,0.7831616565579602,1,1.9897729499053967,2.107235825454137,1,1.4550206834144617,1.5623436548325564,1,0.4285916852490415,0.5047785368855777,1
30700,0.006742385018955655,1.0216657873792947e-4,0.9229274095806269,1.0193219125827286,1,1.23081252371386,1.3341265519329442,1,1.6610069627179,1.7736442657351188,1,0.7535953473591107,0.8440001366735524,0,1.9184495029322268,2.0354997371771986,1,1.5107874432798085,1.6203939511087513,0,0.46735632737831184,0.5475251624639583,1
30800,0.00662496452703168,5.601062289925027e-5,0.9411885018253007,1.0370590389706147,1,1.2215083473361315,1.3241827068462517,1,1.6902276996298762,1.8024842347980379,1,0.6915649054389227,0.7796409879746654,1,1.9662915932452263,2.083473681960956,1,1.4269453439378148,1.533921696352481,1,0.4877570637560165,0.5679370222931924,1
30900,0.0066673953748905244,1.1251454746031429e-4,0.9108125942748503,1.005920838791611,1,1.2017270304427377,1.3039672312136599,1,1.6960123050653089,1.809160882467148,1,0.7746464592247911,0.8660177614438643,0,1.8989706816067262,2.015508248369153,1,1.4376825694114364,1.5449702223727213,1,0.49929944855947717,0.579387615218158,1
31000,0.006578689618824867,8.6382956005742e-5,0.9191634511514298,1.0136690559644776,1,1.2110741897820252,1.3129405540859982,1,1.731588991815901,1.8451521819113286,1,0.6914375624119944,0.7792222683693069,1,1.8720494110699513,1.9875942235357262,0,1.4808295619661278,1.5887508035104374,1,0.48767650260405754,0.5669690382709165,1
31100,0.006531937284991102,3.0303296840956645e-5,0.9484170859060667,1.0430541195788599,1,1.1844038936029622,1.2853250789707327,1,1.7014422858092728,1.8134551486745925,1,0.7189229530420257,0.8069207874079937,1,1.9362441725680921,2.052881559396162,1,1.437346188404441,1.5443121119696273,1,0.47404799954313376,0.552864354107634,1
31200,0.006573495412162994,6.954180693627753e-5,0.9608650885865833,1.0567867845491767,1,1.259840422711813,1.3625031161022052,0,1.6780741381732065,1.7900209668619504,1,0.7149946853861718,0.8026540349821863,1,1.9447448515124313,2.0617552797658867,1,1.4617565924459186,1.5693352888278642,1,0.44308411636943784,0.5200129100733957,1
31300,0.006543275474275076,8.616908759398744e-5,0.9356956640901222,1.0298660591937006,1,1.2207481474394621,1.322240158910304,1,1.7852974316798427,1.898838963014933,0,0.7116308814210736,0.7999280893911797,1,1.9496081186056824,2.0659692783826604,1,1.442118981143582,1.5491087877756653,1,0.4546382100997338,0.5318972438994319,1
31400,0.006431832065689622,1.1841800103575006e-4,0.8650030062298089,0.9575482008849967,0,1.2681791354705423,1.3711992710823235,0,1.676002445834263,1.7865391776643402,1,0.7521313461589436,0.8408315938872029,0,1.9389039651668092,2.05454911848202,1,1.4340812247113195,1.5392690952593633,1,0.46342138339958816,0.5402605046268263,1
31500,0.006319615245459689,8.53784193143562e-5,0.9175750054548057,1.0105244777120932,1,1.2079487192360987,1.3086772911148379,1,1.6667890443991495,1.7765035668507416,1,0.7404150015324008,0.8276978801949003,1,1.9287718516855301,2.0432780698155875,1,1.4523311421163818,1.5580385495611346,1,0.42590336821597524,0.5011683516401993,1
31600,0.006456391226005199,1.231346915467959e-4,0.9757655602173495,1.0714072121743659,1,1.1458803617853366,1.2445727564683715,0,1.7578165298354917,1.869960265159247,0,0.6461529651267525,0.7305946821299768,0,1.9113129370313031,2.0267827945430965,1,1.5265817070478278,1.63462202717031,0,0.4690277370843299,0.5482240375551937,1
31700,0.006401392688905082,6.0600777198535295e-5,0.9548494546208844,1.048700823967141,1,1.192564827011774,1.2930717931399907,1,1.734699612679197,1.8461954844722464,1,0.6670348902125303,0.7526154671253376,1,1.952835403123482,2.0685039577362345,1,1.4734811513297184,1.5795913071056458,1,0.45803439400205426,0.5353215877741375,1
31800,0.006465552898811409,6.291335525701669e-5,0.922277945275842,1.01557893914742,1,1.2186207308663182,1.319606577253829,1,1.7073097647675162,1.8189296887279307,1,0.7130179688499364,0.8004335231711698,1,1.9498976319988202,2.0661234245459315,1,1.5002389966268512,1.607755135825642,0,0.4554855059267112,0.5322935722888186,1
31900,0.0063578000211236795,5.249475049511074e-5,0.9586285771719627,1.052808625867053,1,1.1943097314877418,1.2946349991140653,1,1.6928262078524605,1.8033896432028282,1,0.6755861264515338,0.7616745321687254,1,1.9095313681536044,2.023382474959791,1,1.4666431759385876,1.5722903560516657,1,0.47650677044966594,0.5546814978214369,1
32000,0.006266811614819095,6.58947479033017e-5,0.9577899982200297,1.0509338988014987,1,1.1500620957694005,1.248376488921593,0,1.711762055051031,1.8224607012954182,1,0.6817326235210973,0.766543332749868,1,1.97946461413202,2.0940866636886053,1,1.4320586251299576,1.5369114925496956,1,0.4676908867232564,0.5444999599031658,1
32100,0.006243243036791917,9.483370144975842e-5,1.0209284902276026,1.1157422241651616,0,1.2127605361551135,1.312240195352265,1,1.633396348909255,1.742127897332417,0,0.6832377040765799,0.7688137277090662,1,1.9344876667205042,2.0481845665801766,1,1.4032605768074444,1.5069711731956104,1,0.4786328207564087,0.5551242340050667,1
32200,0.0061450912480998324,1.1280566793451575e-4,0.8780665116414008,0.9685594652976,0,1.1313173166228236,1.228274093098901,0,1.724256370074906,1.8337167267832808,1,0.7129826237564026,0.7992198133647924,1,1.9701220345638402,2.0838200052972735,1,1.4476981891952367,1.5522644835449468,1,0.4602100129248144,0.5352692789297397,1
32300,0.006403139996251218,9.33700787195226e-5,0.9800071160740964,1.0750038029037243,1,1.2311074620647389,1.3314567657811696,1,1.6515590542029885,1.7611677272331372,1,0.7032945867241466,0.7895730175556673,1,1.9826471743231544,2.0985279269286248,1,1.4235668600064013,1.5286597163453561,1,0.5024812733200873,0.581668738470874,0
32400,0.006318267452780675,5.8586768326739766e-5,0.9605514156421833,1.0540578540803194,1,1.23536284485696,1.3361843453410158,1,1.7350671876530237,1.8453220671278392,1,0.6992252065295015,0.7855335032198243,1,1.9381978737868937,2.0522836724302933,1,1.4406884718375297,1.5456074023202215,1,0.47309080441108725,0.5495116631592903,1
32500,0.006289103791377157,7.568069150720616e-5,0.9388774057527147,1.0316018777677438,1,1.1968549548057394,1.2962722952423142,1,1.728979738803264,1.8393031520830176,1,0.6916146283615243,0.7765557256216442,1,1.9552530800281274,2.070060989429008,1,1.5228046333453722,1.6290889990171558,0,0.45275566111609655,0.5283643320533508,1
32600,0.006222520389813283,7.327479470128974e-5,0.9095466574033592,1.0017534840103866,1,1.1901378290619191,1.2887581348711565,1,1.6399626955184072,1.748149966699289,0,0.7235776032072626,0.8103096238138691,1,1.9702312304973495,2.084224839877583,1,1.4487411820200682,1.5530515925611812,1,0.48233128923317725,0.5598619275178769,1
32700,0.00607817731535757,5.9360944765231726e-5,0.9247723171637398,1.0158178018793758,1,1.1931124801051285,1.2910392528987498,1,1.6799723918118101,1.78832930236261,1,0.7081964036594985,0.7926198678971466,1,1.9440056413930697,2.056688356244215,1,1.440920319194172,1.544875926114617,1,0.44274478472600526,0.5170916371293648,1
32800,0.0060345412992608045,9.092631791464634e-5,0.9414672906809841,1.0328245739019666,1,1.1392035923263997,1.2358057185045834,0,1.6590568531150693,1.7667530419826405,1,0.7136553603583192,0.7979569830411225,1,1.925769680237111,2.0382410730373106,1,1.463210487626946,1.5671663236450573,1,0.44552656095248827,0.5194648334429572,1
32900,0.006155391566050088,4.4384236815810635e-5,0.9740365824868887,1.066476351867496,1,1.1867790233945337,1.2850292037994946,1,1.6892693280394497,1.7982885454339756,1,0.70157047386579,0.7866016486230449,1,1.8973165329519741,2.009315589020721,1,1.461086906348292,1.5653726611280792,1,0.46250304338952036,0.5391953563729122,1
33000,0.006222936827726035,8.360821916418072e-5,0.9287397626125098,1.0206415913759481,1,1.18594448291442,1.2843151848843963,1,1.7638652690313887,1.873978040750397,0,0.6867564783624729,0.7708890559019195,1,1.9536539664790753,2.0672304801584502,1,1.480335746719346,1.5858344872714385,1,0.4898894307932857,0.5672860782993052,1
33100,0.006081920321461079,3.18582762214678e-5,0.9256298995695142,1.0172566304752697,1,1.2026620755915485,1.3013053695370946,1,1.6990226755675772,1.8069696015842056,1,0.7240346827898475,0.8090700004071704,1,1.944978594554755,2.057589473887363,1,1.4492313976515834,1.5520832831308535,1,0.4655021592176728,0.5400030117625253,1
33200,0.006112927536929007,8.308713039292889e-5,0.9405185726717761,1.0321165663733318,1,1.1991164902961837,1.29794561733015,1,1.7304899143566868,1.8393704426005089,1,0.6931120412349836,0.7774726290299949,1,1.9648329033706848,2.0781839699134443,1,1.5007788785407394,1.6049771766335514,0,0.41975923587088076,0.49269994957421853,0
